Lyrics,Class
"Lady Sweet, I declare
That you're the troubled girl for me
And the stars above
And there is no either
Better lover down the street
Looks like you can't be beat
I might as well be losing sleep, for all the good it would do me
When the fear of failing runs so deep and purely
Lady Sweet
Don't tell me that I've gone crazy
And your beauty is only in my mind
For I can say
That what I see
Is so exactly what I need to find
I might as well be losing sleep, for all the good it would do me
When the fear of failing runs so deeply and truly
Lady Sweet
Can't you see?
That I'm am free to choose
And I choose Lady Sweet
I know she can't be beat
I might as well be losing sleep, for all the good it would do me
When the fear of failing runs so deep inside
Just one more time
I might as well be losing sleep, truly straight on trough me
When the fear of failing runs so deep
I do believe is Lady Sweet",Energetic
"Try to understand what I'm going through
And don't blame me for what folks will do
For some of us it's not a good time
But you're going to get used to and you'd better resign yourself
You get what you deserve
You ought to find out what it's worth
And you've gotta have a lotta nerve
You just do what pleases you
And go on and try out every move
You're going to get place in the scene
All god's orphans get face in the dream, now
You get what you deserve
You ought to find out what it's worth
And you've gotta have a lotta nerve
Oh
Too bad, such a drag, ow
So much pain down the drain
And a lot of us ain't got many friends
Try to understand what I'm going through
And don't blame for what folks will do
For some of us it's not a good time
But you're going to get used to and you'd better resign yourself
You get what you deserve
You ought to find out what it's worth
And you've gotta have a lotta nerve
You get what you deserve",Energetic
"I liked her face and oh, those eyes
She left today, oh goodbye
And looking at you I'm drained outright
And isolated in the light
And I resent everyone
Ever since I was young
I'm starting to understand
What's going on and how it's planned
I like love but I don't know
All these girls they come and go
Always nothing left to say
I resent everyone
Ever since I was young
I'm starting to understand
What's going on and how it's planned
Oh no, oh no
Oh no, oh no, oh no, oh no
Oh no, oh no
Oh no, oh no
Oh no, oh no, oh no",Sad
"Right here, all by myself
I ain't got no one else
The situation is bleeding me
There's no relief for a person like me
Depression's got a hold of me
Depression, gotta break free
Depression's got a hold of me
Depression's gonna kill me
I ain't got no friends to call my own
I just sit here all alone
There's no girls that want to touch me
I don't need any of your fucking sympathy
Depression's got a hold of me
Depression, I gotta break free
Depression's got a hold of me
Depression's g-gonna kill me
Everybody just get away
I'm gonna boil over inside today
They say things are gonna get better
All I know is they fuckin' better
Depression's got a hold of me
Depression, gotta break free
Depression's got a hold of me
Depression's gonna kill me",Sad
"I wear rat's shoes
I pay rat's dues
I make rat's moves
I sing rat's blues
I see the world through
Rat's eyes
Rat's eyes
Rat's eyes
Rat's eyes
Burning
Rat's eyes
Rat's eyes
Rat's eyes
Rat's eyes
Sullen
Rat's eyes
Rat's eyes
Rat's eyes
Rat's eyes
Dirty
Rat's eyes
Rat's eyes
Rat's eyes
If you look through rat's eyes
You can talk about shit real good
You will be always looking at shit
You are vermin",Energetic
"We're gonna have a TV party tonight
All right!
We're gonna have a TV party, all right
Tonight!
We've got nothing better to do
Than watch TV and have a couple of brews
Everybody's gonna hang out here tonight
All right!
We'll pass out on the couch, all right
Tonight!
We've got nothing better to do
Than watch TV and have a couple of brews
Don't talk about anything else
We don't want to know
We're dedicated to our favorite shows
That's incredible!
Hill Street Blues!
Dallas!
Fridays!",Relax
"Twenty-five dollars and a six pack to my name
Six pack
Spent the rest on beer so who's to blame?
Six pack
They say I'm fucked up all the time
Six pack
What they do is a waste of my time
Six pack
I know it'll be okay
I get a six pack in me
My boyfriend asked which one I like better
Six pack
His name is Henry so what does it matter?
Six pack
I was born with a bottle in my mouth
Six pack
Now I got a six so I'll never run out
I know it'll be okay
With a bit of six pack in me",Energetic
"It's not my imagination
I've got a gun on my back!
Promises you made
Never become fact
We're gonna get revenge
You won't know what hit you
We're tired of being screwed
Don't tell me about tomorrow
Don't tell me what I'll get
I can't think of progress when
Just around the corner
There's a bed of cold pavement
Waiting for me Revenge!
I'll watch you bleed Revenge!
That's all I'll need I won't cry if you... die! die!
We're gonna get revenge
You won't know what hit you
We're tired of being screwed
Revenge! Revenge!",Energetic
"We're gonna be a white minority
We won't listen to the majority
We're gonna feel inferiority
We're gonna be white minority
White pride
You're an American
I'm gonna hide
Anywhere I can
Gonna be a white minority
We don't believe there's a possibility
Well you just wait and see
We're gonna be white minority
White pride
You're an American
White pride
Anywhere I can?
Gonna be a white minority
There's gonna be large cavity
Within my new territory
We're all gonna die",Sad
"I'm the swingin' man
And my feet never touch the ground
I'm swinging man, swingin' man
Swingin' man, swingin' man
I go back and forth, back and forth
Back and forth, back and forth
Looking for a little warmth
But I didn't find nothin'
So I'm hangin' around
Swingin' man, swingin' man
Swingin' man, swingin' man
You gotta hold, you gotta hold
A needle in my brain, a needle in my vein
I swear to God I don't feel no pain
Feel no pain, I feel no pain, I feel no pain
And all the girls in the world know my name",Sad
"This is called ""Nervous breakdown""
Yeah
I'm about to have a nervous breakdown
My head really hurts
If I don't find a way out of here
I'm gonna go berserk
'Cause I'm crazy and I'm hurt
Head on my shoulders
Going berserk
I won't apologize
For acting outta line
You see the way I am
You leave any time you can
'Cause I'm crazy and I'm hurt
Head on my shoulders
Going berserk, yeah
I hear the same old talk
The same old lines
Don't do me that today
If you know what's good for you, get out of my way
'Cause I'm crazy and I'm hurt
Head on my shoulders
Going berserk
Hey
I'm crazy and I'm hurt
Head on my shoulders",Sad
"Standing here like a loaded gun
Waiting to go off
I've got nothing to do
But shoot my mouth off
Gimme, gimme, gimme
Gimme some more
Gimme, gimme, gimme
Don't ask what for
I'm gonna go out
Get something for my head
If I keep on doing this
I'm gonna end up dead
So gimme, gimme, gimme
Gimme some more
Gimme, gimme, gimme
Don't ask what for
I know the world's got problems
I've got problems of my own
Not the kind that can't be solved
With an atom bomb",Energetic
"Damaged by you, damaged by me
I'm confused, confused, don't wanna be confused
Stupid attempts, no conclusions
I'm confused, confused, don't wanna be confused
Put the gun to my head, and I don't pull
I'm confused, confused, don't wanna be confused
Don't even feel a thing, no, I don't wanna see
But you can't make me long for your life and security
Don't even feel a thing, no I don't wanna see
But you can't make me long for your life and security
Problems stick, my life drips
Feelings, stupid feelings
Stupid illusions
I'm confused, confused, don't wanna be confused
Scars
Aargh!
I'm confused, confused, my emotions are bruised
Wrong in what you think, you don't feel shit",Sad
"This feeling haunts me
Behind these eyes, the shell seems so empty
Though I wonder if anything lives inside?
I wanna live
I wish I was dead
My heart aches to bleed
I'm cheated from what I see
Freedom holds a double-edge for me
I look in your eyes and see
I wanna live
I wish I was dead
I don't wanna think
I'm stuck here and I know it
I don't wanna see
Make me close my eyes
I wanna live
I wish I was dead
Life's cold and it reaches inside
I need to feel but turn my mind off
The desperation begins
From the start, I see the end
Not right, I'm not right, you're not right
I've gotta close my eyes
I look in your eyes
And I see it's always this way
Live the lie, take a dive
Just to make it die
I wanna live
I wish I was dead
I've just got to close my eyes
I've got to close my eyes
I've got to close my eyes",Sad
"It feels good to say what I want
It feels good to knock things down
It feels good to see the disgust in their eyes
It feels good and I'm gonna go wild
Spray paint the walls
I don't want to see the plan succeed
There won't be room for people like me
My life is their disease
It feels good and I'm gonna go wild
Spray paint the walls
It feels good to say what I want
It feels good to knock things down
It feels good to see the disgust in their eyes
It feels good and I'm gonna go wild
Spray paint the walls
It feels good and I'm gonna go wild",Happy
